"corpus","preloaded/detenten20_rft3"
"subcorpus","-"
"concordance size","1749"
"query","Query:[lc=""kiezdeutsch"" | lemma_lc=""kiezdeutsch"" | ascii=""kiezdeutsch""]"
"Reference","Left","KWIC","Right"
"spiegel.de,https://www.spiegel.de/lebenundlernen/uni/professorin-heike-wiese-verteidigt-den-jugendslang-kiezdeutsch-a-824386.html,Professorin Heike Wiese verteidigt den Jugendslang Kiezdeutsch - DER SPIEGEL,2020-06-22 15:54,2020,doc#16036561,#7655982696","als ""schlechtes Deutsch"" missachtet, und dies gilt für herkömmliche Dialekte ebenso wie für Kiezdeutsch. </s><s>","Kiezdeutsch","ist eine legitime sprachliche Variante, die die Zugehörigkeit zur Jugendkultur anzeigt. </s><s> Dabei ist Kiezdeutsch"
"spiegel.de,https://www.spiegel.de/lebenundlernen/uni/professorin-heike-wiese-verteidigt-den-jugendslang-kiezdeutsch-a-824386.html,Professorin Heike Wiese verteidigt den Jugendslang Kiezdeutsch - DER SPIEGEL,2020-06-22 15:54,2020,doc#16036561,#7655982712",". </s><s> Kiezdeutsch ist eine legitime sprachliche Variante, die die Zugehörigkeit zur Jugendkultur anzeigt. </s><s> Dabei ist","Kiezdeutsch","nicht der Sprachgebrauch einer isolierten, sich abschottenden Gruppe einer bestimmten Herkunft, sondern bezieht"
"spiegel.de,https://www.spiegel.de/lebenundlernen/uni/professorin-heike-wiese-verteidigt-den-jugendslang-kiezdeutsch-a-824386.html,Professorin Heike Wiese verteidigt den Jugendslang Kiezdeutsch - DER SPIEGEL,2020-06-22 15:54,2020,doc#16036561,#7655982772","gemeinsamen Alltag ein- und mehrsprachiger Jugendlicher, deutscher ebenso wie anderer Herkunft, entwickelt hat. </s><s>","Kiezdeutsch","bereichert das Standarddeutsche </s><s> Kiezdeutsch wird oft als Bedrohung angesehen, das einen massiven Einfluss des"
"spiegel.de,https://www.spiegel.de/lebenundlernen/uni/professorin-heike-wiese-verteidigt-den-jugendslang-kiezdeutsch-a-824386.html,Professorin Heike Wiese verteidigt den Jugendslang Kiezdeutsch - DER SPIEGEL,2020-06-22 15:54,2020,doc#16036561,#7655982776",", deutscher ebenso wie anderer Herkunft, entwickelt hat. </s><s> Kiezdeutsch bereichert das Standarddeutsche </s><s>","Kiezdeutsch","wird oft als Bedrohung angesehen, das einen massiven Einfluss des Türkischen anzeige oder gar zum ""Sprachverfall"""
"spiegel.de,https://www.spiegel.de/lebenundlernen/uni/professorin-heike-wiese-verteidigt-den-jugendslang-kiezdeutsch-a-824386.html,Professorin Heike Wiese verteidigt den Jugendslang Kiezdeutsch - DER SPIEGEL,2020-06-22 15:54,2020,doc#16036561,#7655982817",""" führen könne. </s><s> So behauptete die Tageszeitung ""Die Welt"": ""Deutsche Sprache driftet ins Türkische ab"". </s><s>","Kiezdeutsch","ist aber keine deutsch-türkische Mischsprache, es verwendet keine türkischen Satzmuster oder überträgt gar die"
"spiegel.de,https://www.spiegel.de/lebenundlernen/uni/professorin-heike-wiese-verteidigt-den-jugendslang-kiezdeutsch-a-824386.html,Professorin Heike Wiese verteidigt den Jugendslang Kiezdeutsch - DER SPIEGEL,2020-06-22 15:54,2020,doc#16036561,#7655982843","türkischen Satzmuster oder überträgt gar die türkische Grammatik auf das Deutsche: Die grammatischen Neuerungen in","Kiezdeutsch","erklären sich aus dem System der deutschen Grammatik heraus, Kiezdeutsch ist typisch deutsch! </s><s> Entsprechend werden"
"spiegel.de,https://www.spiegel.de/lebenundlernen/uni/professorin-heike-wiese-verteidigt-den-jugendslang-kiezdeutsch-a-824386.html,Professorin Heike Wiese verteidigt den Jugendslang Kiezdeutsch - DER SPIEGEL,2020-06-22 15:54,2020,doc#16036561,#7655982854","Deutsche: Die grammatischen Neuerungen in Kiezdeutsch erklären sich aus dem System der deutschen Grammatik heraus,","Kiezdeutsch","ist typisch deutsch! </s><s> Entsprechend werden neue Fremdwörter aus dem Türkischen in Kiezdeutsch auch sofort"
"spiegel.de,https://www.spiegel.de/lebenundlernen/uni/professorin-heike-wiese-verteidigt-den-jugendslang-kiezdeutsch-a-824386.html,Professorin Heike Wiese verteidigt den Jugendslang Kiezdeutsch - DER SPIEGEL,2020-06-22 15:54,2020,doc#16036561,#7655982867","Grammatik heraus, Kiezdeutsch ist typisch deutsch! </s><s> Entsprechend werden neue Fremdwörter aus dem Türkischen in","Kiezdeutsch","auch sofort eingedeutscht, sie werden deutsch ausgesprochen, deutsch geschrieben und in die deutsche Grammatik"
"spiegel.de,https://www.spiegel.de/lebenundlernen/uni/professorin-heike-wiese-verteidigt-den-jugendslang-kiezdeutsch-a-824386.html,Professorin Heike Wiese verteidigt den Jugendslang Kiezdeutsch - DER SPIEGEL,2020-06-22 15:54,2020,doc#16036561,#7655982969","umgekehrt: Das Standarddeutsche wird nicht durch Dialekte bedroht, sondern es bedroht im Gegenteil die Dialekte. </s><s>","Kiezdeutsch","ist ein deutscher Dialekt, der das Deutsche bereichert, indem es dem Spektrum der deutschen Varietäten ein neues,"
"spiegel.de,https://www.spiegel.de/lebenundlernen/uni/professorin-heike-wiese-verteidigt-den-jugendslang-kiezdeutsch-a-824386.html,Professorin Heike Wiese verteidigt den Jugendslang Kiezdeutsch - DER SPIEGEL,2020-06-22 15:54,2020,doc#16036561,#7655983008","Element hinzufügt. </s><s> Der Gastbeitrag ist ein gekürzter und redaktionell bearbeiteter Auszug aus Heike Wieses Buch ""","Kiezdeutsch",". </s><s> Ein neuer Dialekt entsteht"", erschienen bei C.H. Beck. </s><s> Einen solchen Schaden hat der Arbeitnehmer im hier vom"
"oliver-baer.de,http://oliver-baer.de/tatze/spottolski/sprache-gegen-viren,Spottolski &gt; Sprache gegen Viren › baerentatze,2020-06-08 22:41,2020,doc#16323979,#7794695941","über Grammatik: Digger, Alder und die Interpunktion. </s><s> Der Sinn der Übung liegt auf der Hand. </s><s> Wer künftig, durch","Kiezdeutsch","solcherart perzeptions-geschärft, Texte von so infamer Fehlerlosigkeit wie von Päipäll liest, der wird sich nach"
"zahlpatenschaft.de,http://zahlpatenschaft.de/blog/sprachwissenschaftlerin-im-interview-zu-jugendsprache-und-denglisch,Sprachwissenschaftlerin im Interview zu &quot;Jugendsprache&quot; und &quot;Denglisch&quot; | Zahlpatenschaft,2020-06-09 01:42,2020,doc#16372022,#7818516528","Phänomen. </s><s> Nach unseren Daten passen Jugendliche ihre Sprache nicht nur an Gesprächspartner und Situation an. </s><s> ""","Kiezdeutsch",""" à la ""Hab isch Bus"" ist auch weit weniger üblich als angenommen. </s><s> Man könnte auch sagen: In der Öffentlichkeit, oder"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024005","der Luft, und auf dem Weg nach Moskau. </s><s> Und Karl fliegt in die Staaten ... nein nicht direkt natürlich, über Kanada. </s><s> Warum","Kiezdeutsch","im Unterricht? </s><s> Wenn man im Unterricht das Interesse Jugendlicher an Sprache und Grammatik wecken will, kann"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024024","im Unterricht? </s><s> Wenn man im Unterricht das Interesse Jugendlicher an Sprache und Grammatik wecken will, kann","Kiezdeutsch","als produktives Untersuchungsobjekt dienen, gerade auch mit gemischten Gruppen von Schüler/inne/n deutscher und"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024096",", das sich bei vielen Jugendlichen über Jahre hinweg entwickelt hat. </s><s> Zum anderen könnten sie durch Schülerprojekte zu","Kiezdeutsch","Zugang zu grammatischen Themen finden und damit auch ein größeres Interesse an grammatischen Aspekten des"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024124","Aspekten des Standarddeutschen entwickeln. </s><s> Im Deutschunterricht können Schüler/innen verschiedene Aspekte von","Kiezdeutsch","untersuchen, beispielsweise die Wortstellung, das Entstehen neuer grammatischer Konstruktionen oder auch das"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024175","können als authentisches Arbeitsmaterial dienen, an dem sich grammatische und lexikalische Besonderheiten von","Kiezdeutsch","untersuchen lassen. </s><s> Der Vergleich mit dem Standarddeutschen, die Diskussion von Parallelen und Unterschieden,"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024341","Phänomenen. </s><s> Weitere Informationen zu den Themen, die wir hier behandeln, stehen unter Sprachliche Innovation in","Kiezdeutsch",". </s><s> Unter den Tabellen führen wir jeweils mögliche Fragestellungen auf, die für Lehrer/innen als Hintergrundmaterial"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024382","im Unterricht dienen können. </s><s> Fragestellungen, die im Unterricht behandelt werden können: </s><s> Wo kann das Verb in","Kiezdeutsch","stehen? </s><s> Wo kann es im Standarddeutschen stehen? </s><s> Welche Elemente können im Standarddeutschen vor dem Verb stehen? </s><s> Wo"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024442","es, welche Abweichungen finden sich auch im Standarddeutschen (V1 in Aussagesätzen etc.)? </s><s> Welche Elemente können in","Kiezdeutsch","vor dem Verb stehen? </s><s> Warum können diese Elemente vor dem Verb stehen? </s><s> Welche Vorteile bringt dies für die Verpackung"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024619","? </s><s> Welche Beispiele gibt es für feste Wörter? </s><s> Aus welchen Wörtern sind sie entstanden? </s><s> Welche Beispiele gibt es aus","Kiezdeutsch",", welche aus dem Standarddeutschen (z.B. bitte aus ich bitte)? </s><s> Welche Formen entstehen in der gesprochenen Sprache,"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024797","verwenden? </s><s> Wie werden sie gebildet? </s><s> Wie wird der Imperativ im Deutschen gebildet? </s><s> Welche Bedeutung kann lassma in","Kiezdeutsch","haben, welche im gesprochenen Deutsch? </s><s> Wie ist musstu gemeint? </s><s> Was ist der Unterschied z.B. zu Du musst deine"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024857","Linie die grammatischen Funktionen? </s><s> Welche Bildungen aus Funktionsverben und Nominalen ohne Artikel finden sich in","Kiezdeutsch","? </s><s> Wie kann man ihre Bedeutung verstehen? </s><s> Wie werden Orts- und Zeitangaben gebildet? </s><s> Welche Unterschiede kann es"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024879","kann man ihre Bedeutung verstehen? </s><s> Wie werden Orts- und Zeitangaben gebildet? </s><s> Welche Unterschiede kann es zwischen","Kiezdeutsch","und dem Standarddeutschen geben? </s><s> Wo treten Präpositionen auf? </s><s> Welche lokalen oder temporalen Präpositionen"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843024977",", dem der Eltern, von Freunden und Freundinnen, ...? </s><s> Welche Laute am Ende oder in der Mitte eines Wortes fallen in","Kiezdeutsch","bzw. im gesprochenen Deutsch häufig weg? </s><s> Welcher Unterschied besteht beim Wegfall von Endungen z.B. bei auf kein[en]"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843025045","verhalten sich Präpositionen im Deutschen? </s><s> Was macht als und wie zu Ausnahmen in der Gruppe er Präpositionen? </s><s> Was ist","Kiezdeutsch","bei als und wie anders als im Standarddeutschen? </s><s> Wie kommt es dazu? </s><s> Was zeigen Artikel und Pronomen an? </s><s> Wann können"
"kiezdeutsch.de,http://www.kiezdeutsch.de/kiezdeutschimunterricht.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-09 04:51,2020,doc#16421722,#7843025110","? </s><s> Welche Präpositionen treten auf? </s><s> Welche Ländernamen sind Ausnahmen im Standarddeutschen? </s><s> Was passiert in","Kiezdeutsch","in diesen Fällen? </s><s> Wegfall des Verbs sein: </s><s> Kopulaverb bildet die Basis für das Prädikat, im gesprochenen Deutsch z.T."
"youtube.com,https://www.youtube.com/watch?v=65n8V5saU7U,&apos;Was ist Kiezdeutsch?&apos; – Prof. Dr. Heike Wiese beim #36 Science Slam Berlin - YouTube,2020-06-09 07:02,2020,doc#16455586,#7860601022","von der Uni Potsdam ist die featured scientista beim 36. Science Slam Berlin im SO36 am 3. November 2014. Sie erklärt","Kiezdeutsch","zum deutschen Dialekt, auch wenn sie dafür schon mehrfach angefeindet wurde. </s><s> Denn Kiezdeutsch verfügt über eine"
"youtube.com,https://www.youtube.com/watch?v=65n8V5saU7U,&apos;Was ist Kiezdeutsch?&apos; – Prof. Dr. Heike Wiese beim #36 Science Slam Berlin - YouTube,2020-06-09 07:02,2020,doc#16455586,#7860601037","2014. Sie erklärt Kiezdeutsch zum deutschen Dialekt, auch wenn sie dafür schon mehrfach angefeindet wurde. </s><s> Denn","Kiezdeutsch","verfügt über eine eigene Grammatik, die sich bis ins Mittelhochdeutsche zurückverfolgen lässt. </s><s> ""Wir gehen Karstadt"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884823574","der Grünten - der Wächter des Allgäus - erstiegen. </s><s> Von dort... </s><s> ""Yalla Mann, voll korrekt"" </s><s> Sprachwissenschaftlerin:","Kiezdeutsch","ist eigener Dialekt </s><s> Kiezdeutsch ist kein falsches Deutsch: Diese Ansicht vertritt die Potsdamer"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884823578","- erstiegen. </s><s> Von dort... </s><s> ""Yalla Mann, voll korrekt"" </s><s> Sprachwissenschaftlerin: Kiezdeutsch ist eigener Dialekt </s><s>","Kiezdeutsch","ist kein falsches Deutsch: Diese Ansicht vertritt die Potsdamer Sprachwissenschaftlerin Heike Wiese. </s><s> Die als """
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884823617","Eigenheiten der deutschen Sprache auf. </s><s> Wiese spricht von einer Bereicherung. </s><s> Mehr bei deutschlandradio.de </s><s>","Kiezdeutsch",", nennt Heike Wiese jene Sprache, die der türkischdeutsche Comedian Kaya Yanar hier imitiert. </s><s> Kiezdeutsch, so die"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884823634","<s> Kiezdeutsch, nennt Heike Wiese jene Sprache, die der türkischdeutsche Comedian Kaya Yanar hier imitiert. </s><s>","Kiezdeutsch",", so die Germanistikprofessorin aus Potsdam, das ist das Deutsch, das vor allem in multiethnischen Vierteln"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884823666","Vierteln deutscher Großstädte gesprochen wird. </s><s> ""Die Migranten selber sprechen aber normalerweise kein","Kiezdeutsch",". </s><s> Die Kiezdeutsch sprechen, das sind normalerweise die Nachkommen von Migranten, aber auch andere Jugendliche, die"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884823669","deutscher Großstädte gesprochen wird. </s><s> ""Die Migranten selber sprechen aber normalerweise kein Kiezdeutsch. </s><s> Die","Kiezdeutsch","sprechen, das sind normalerweise die Nachkommen von Migranten, aber auch andere Jugendliche, die können"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884823706","sein oder arabisch- oder türkischstämmig, die Großeltern sind vielleicht mal aus der Türkei gekommen. </s><s> "" </s><s>","Kiezdeutsch","gilt gewöhnlich als gebrochenes, schlechtes Deutsch, gilt als Sprache von wenig integrierten Jugendlichen mit"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884823742",". </s><s> Heike Wiese aber hat genauer hingehört in den Multikultivierteln Berlins. </s><s> Und kam zu dem Schluss:","Kiezdeutsch","ist kein falsches Deutsch. Kiezdeutsch ist Deutsch! </s><s> Und zwar, wie sie schreibt, eine ""faszinierende neue"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884823747","genauer hingehört in den Multikultivierteln Berlins. </s><s> Und kam zu dem Schluss: Kiezdeutsch ist kein falsches Deutsch.","Kiezdeutsch","ist Deutsch! </s><s> Und zwar, wie sie schreibt, eine ""faszinierende neue Entwicklung in unserer Sprache"": die Entstehung"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824105","oder Johannes B. Kerner etwa, weist Heike Wiese in ihrem Buch nach. </s><s> ""Dieses ''So'' als Fokusmarker finden wir nicht nur in","Kiezdeutsch",", sondern auch außerhalb. </s><s> Da sehen wir wieder wie urdeutsch Kiezdeutsch eigentlich ist. </s><s> "" </s><s> Anderes Bespiel: Ich frag"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824117","''So'' als Fokusmarker finden wir nicht nur in Kiezdeutsch, sondern auch außerhalb. </s><s> Da sehen wir wieder wie urdeutsch","Kiezdeutsch","eigentlich ist. </s><s> "" </s><s> Anderes Bespiel: Ich frag mein'' Schwester. </s><s> Auch hier greift das Kiezdeutsch nur etwas typisch"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824135","wieder wie urdeutsch Kiezdeutsch eigentlich ist. </s><s> "" </s><s> Anderes Bespiel: Ich frag mein'' Schwester. </s><s> Auch hier greift das","Kiezdeutsch","nur etwas typisch Deutsches auf. </s><s> Denn auch das Standarddeutsche verkürzt, z.B. in Wendungen wie: ""ich hab''"" statt """
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824181","verkürzt, z.B. in Wendungen wie: ""ich hab''"" statt ""ich habe"". </s><s> ""Wo''s das Handy"" statt ""Wo ist das Handy"". </s><s> ""","Kiezdeutsch","reduziert an manchen Stellen, so wie das Standarddeutsche auch reduziert an manchen Stellen. </s><s> Wenn ich sage, ich hab"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824222",". </s><s> Wenn ich sage, ich hab gestern mein'' Vater gesehen, da sagt auch keiner meinen Vater, wir verkürzen da ganz stark. </s><s>","Kiezdeutsch","ist da einen Schritt weiter, in der Angleichung der Endungen, das ist ''ne Tendenz, die wir im Deutschen beobachten, die"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824249","da einen Schritt weiter, in der Angleichung der Endungen, das ist ''ne Tendenz, die wir im Deutschen beobachten, die im","Kiezdeutsch","schon ein bisschen weiter ist. </s><s> "" </s><s> Und auch Konstruktionen wie ""Wir gehen Görlitzer Park"", ""Ich bin Schule"" oder ""Isch"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824374","so, dass man kommt mit seiner 3er BMW, was geht so ja, sagt schüüch, wie machst du mich so an, Mann. </s><s> "" </s><s> Für Heike Wiese ist das","Kiezdeutsch","eine spannende Bereicherung des Deutschen und keineswegs der Untergang der deutschen Hochsprache. </s><s> Und im Übrigen,"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824416",", auch nicht die einzige Sprache, die die Jugendlichen sprechen können. </s><s> ""Das gilt für alle Jugendlichen, die","Kiezdeutsch","sprechen, dass sie auch noch andere Varianten des Hochdeutschen sprechen. </s><s> Die sprechen nicht so mit Lehrern und"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824476",", wenn wir nicht dabei waren, weil sie mit uns Standard sprechen. </s><s> Das heißt nicht, dass jeder Jugendliche, der","Kiezdeutsch","spricht, perfektes Standardschriftdeutsch der Schule beherrscht. </s><s> Das ist bei uns generell ein Schichtenproblem,"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824497","Standardschriftdeutsch der Schule beherrscht. </s><s> Das ist bei uns generell ein Schichtenproblem, das hat nichts mit","Kiezdeutsch","zu tun, sondern hat was damit zu tun, wie erfolgreich mein Schul-besuch war. </s><s> "" </s><s> ""Dialekte sind immer schlecht angesehen"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824546","nicht nur in Deutschland so. </s><s> Sondern, alles was vom Standard abweicht, wird erst einmal als Fehler wahrgenommen. </s><s> Bei","Kiezdeutsch","kommt noch hinzu, dass wir ne ganz starke Assoziation haben von Jugendlichen mit Migrationshintergrund und"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824615","auch die Sprechweise von denen ab. </s><s> "" </s><s> Eine Sprechweise allerdings, die sich weiterhin dynamisch ausbreiten wird. </s><s> Denn","Kiezdeutsch",", so stellen Linguisten überrascht fest, ist nicht nur in deutschen multikulturellen Vierteln verbreitet. </s><s> Überall"
"deutschlandfunk.de,https://www.deutschlandfunk.de/yalla-mann-voll-korrekt.1148.de.html?dram:article_id=180914,&quot;Yalla Mann, voll korrekt&quot; (Archiv),2020-06-09 10:51,2020,doc#16505763,#7884824661","zusammenwohnen, bildet sich eine Kiezsprache mit ähnlichen Eigenschaften heraus. </s><s> ""In anderen Ländern gibt''s kein","Kiezdeutsch",", aber man könnte es dann kiezdänisch, kiezholländisch, kiezschwedisch nennen, englisch sowieso. </s><s> Überall in Europa"
"morgenpost.de,https://www.morgenpost.de/schueler/article105978578/Musstu-lesen-Kiezdeutsch-als-Buch.html,&quot;Musstu lesen&quot;: Kiezdeutsch als Buch - Berliner Morgenpost,2020-06-10 03:40,2020,doc#16651015,#7950504791","stiftungsgemäß (keine Taufe durch ein Sekte) getauft wurden, werden Sie nicht noch einmal getauft. </s><s> ""Musstu lesen"":","Kiezdeutsch","als Buch </s><s> Schüler machen Zeitung </s><s> Wer die Jugendsprache aus Migrantenvierteln bisher für daneben hielt, wird nun eines"
"morgenpost.de,https://www.morgenpost.de/schueler/article105978578/Musstu-lesen-Kiezdeutsch-als-Buch.html,&quot;Musstu lesen&quot;: Kiezdeutsch als Buch - Berliner Morgenpost,2020-06-10 03:40,2020,doc#16651015,#7950504828",". </s><s> Die Sprachwissenschaftlerin Heike Wiese räumt mit Negativ-Klischees auf. </s><s> Mitte Februar erscheint ihr Buch ""","Kiezdeutsch",""". </s><s> Wiese analysiert darin den Dialekt, den Jugendliche in Kreuzberg sprechen. </s><s> Eine Gefahr für die deutsche Sprache"
