"corpus","preloaded/detenten20_rft3"
"subcorpus","-"
"concordance size","1749"
"query","Query:[lc=""kiezdeutsch"" | lemma_lc=""kiezdeutsch"" | ascii=""kiezdeutsch""]"
"Reference","Left","KWIC","Right"
"hu-berlin.de",". </s><s> Der Bogen von den historischen Dialektaufnahmen zu aktuellen und besonders vitalen Sprachvarianten wie dem ""","Kiezdeutsch",""" wird durch die Sprachwissenschaftlerin Heike Wiese gespannt, die ab April an der Humboldt-Universität forschen"
"literaturkritik.de","Engagement Schüler und Studierende mit authentischen (Fehler-)Texten und realen Sprachbelegen, wie zum Beispiel","Kiezdeutsch",", umgehen, wenn von den Lehrkräften begleitend eine sorgfältige Sprachstandsdiagnose erstellt wird, die nicht"
"jungle.world","Alicante DO im Glas, strömt der Nase ein feiner Duft von Waldfrüchten und dezenten Röstaromen entgegen. </s><s> Am Gaumen... </s><s> ""","Kiezdeutsch","hat eine eigene Grammatik"" </s><s> Schon längst hat die Kulturindustrie ""Kanak Sprak"" zu einem Verkaufsschlager gemacht. </s>"
"jungle.world",""" </s><s> Schon längst hat die Kulturindustrie ""Kanak Sprak"" zu einem Verkaufsschlager gemacht. </s><s> Seit diesem Jahr ist ""","Kiezdeutsch",""" auch ein akademischer Forschungsgegenstand. </s><s> An der Universität Potsdam leitet Heike Wiese das"
"jungle.world","Reduktion und informationsstrukturelle Präferenzen in einer kontaktsprachlichen Varietät des Deutschen:","Kiezdeutsch",""". </s><s> Ziel des Projekts ist es unter anderem nachzuweisen, dass Kiezdeutsch grammatikalisch korrektes Deutsch ist und"
"jungle.world","Varietät des Deutschen: Kiezdeutsch"". </s><s> Ziel des Projekts ist es unter anderem nachzuweisen, dass","Kiezdeutsch","grammatikalisch korrektes Deutsch ist und eine Bereicherung der deutschen Sprache darstellt. </s><s> Sie wollen mit Ihrem"
"jungle.world","Deutsch ist und eine Bereicherung der deutschen Sprache darstellt. </s><s> Sie wollen mit Ihrem Forschungsprojekt ""","Kiezdeutsch",""" gegen die Stigmatisierung derjenigen, die diesen Slang benutzen, vorgehen. </s><s> Mit welchen Klischees wollen Sie"
"jungle.world","derjenigen, die diesen Slang benutzen, vorgehen. </s><s> Mit welchen Klischees wollen Sie aufräumen? </s><s> Zum einen, dass","Kiezdeutsch","nicht länger als gebrochenes Deutsch bezeichnet wird. </s><s> Denn Kiezdeutsch ist nicht bloße Reduktion von Grammatik,"
"jungle.world","wollen Sie aufräumen? </s><s> Zum einen, dass Kiezdeutsch nicht länger als gebrochenes Deutsch bezeichnet wird. </s><s> Denn","Kiezdeutsch","ist nicht bloße Reduktion von Grammatik, sondern der produktive Ausbau von Optionen, die das grammatische System des"
"jungle.world","beispielsweise an die Formulierung ""ischwör"" denkt? </s><s> Aus ""ich schwör"" ist das Partikel ""ischwör"" entstanden, das im","Kiezdeutsch","zur Betonung von Aussagen benutzt wird. </s><s> An anderen Partikeln wie ""lassma"" oder ""musstu"", die zur Einleitung von"
"jungle.world","sein, sondern einen genau definierten Begriff benutzen. </s><s> Sicherlich steckt nicht hinter jeder Drohgebärde aus dem","Kiezdeutsch","auch tatsächliche Aggression. </s><s> Aber führen grammatikalisch reduzierte Redewendungen wie ""Ischwör, kriegstu"
"jungle.world","aus? </s><s> Doch, aber verkürzte Argumente sind ja keine Frage der Grammatik, sondern eine inhaltliche Frage. </s><s> Genauso wie im","Kiezdeutsch","lässt sich auch im Standarddeutschen oder Bayerischen drohen. </s><s> Das Wort ""Jude"" wird aber doch von Kiezjugendlichen"
"jungle.world","offenes Schimpfwort gebraucht. </s><s> Müssen Sie da nicht auch auf die politischen Inhalte der Jugendsprache eingehen? </s><s> Mit","Kiezdeutsch","verbunden sind Wörter wie ""lan"" oder ""wallah"", also Wörter, die Sie in der Art, wie sie benutzt werden, nur in dieser"
"jungle.world","Wörter, die Sie in der Art, wie sie benutzt werden, nur in dieser Sprache finden. </s><s> ""Jude"" als Schimpfwort hat nichts mit","Kiezdeutsch","zu tun, sondern mit einer politischen Einstellung. </s><s> Das hängt nicht davon ab, ob Sie Kiezdeutsch sprechen oder nicht,"
"jungle.world","hat nichts mit Kiezdeutsch zu tun, sondern mit einer politischen Einstellung. </s><s> Das hängt nicht davon ab, ob Sie","Kiezdeutsch","sprechen oder nicht, das hängt davon ab, ob Sie Antisemit sind. </s><s> Wenn Sie Kiezdeutsch als rein grammatische Form"
"jungle.world",". </s><s> Das hängt nicht davon ab, ob Sie Kiezdeutsch sprechen oder nicht, das hängt davon ab, ob Sie Antisemit sind. </s><s> Wenn Sie","Kiezdeutsch","als rein grammatische Form begreifen, ist das nicht eine Reduzierung auf die reine Funktionalität von Sprache? </s>"
"jungle.world",", ist deswegen wichtig, weil man dadurch in der öffentlichen Diskussion gegen die Meinung argumentieren kann,","Kiezdeutsch","sei kein korrektes Deutsch oder bedrohe den Verfall der deutschen Sprache. </s><s> Das stimmt einfach nicht. </s><s> Auch das"
"jungle.world","Deutsch sprechen, sondern einfach einen bestimmten Standard, der ist aber nicht korrekter als beispielsweise","Kiezdeutsch",". </s><s> Da wird von Grammatik auf was völlig anderes geschlossen. </s><s> Sollten diejenigen, die die deutsche Sprache durch die"
"jungle.world","noch die Politik noch die Werbung. </s><s> Vielleicht sagen wir in 15 Jahren ganz normal ""lan"", diese Integration von","Kiezdeutsch","ist vorstellbar. </s><s> Aber grammatische Veränderungen, und die sind ja nun mal relevant, wenn man von der Bedrohung einer"
"jungle.world","Migranten, das wäre so etwas wie Türkendeutsch, ein Deutsch, wie es die Türken sprechen, oder ganz einfach Türkisch. </s><s>","Kiezdeutsch","entwickelt sich in multiethnischen Kontexten und wird von Migranten und Nichtmigranten gesprochen. </s><s> Woran liegt es,"
"jungle.world","entwickelte Sprache, und die wirkt außerhalb ihres bestimmten Bereiches natürlich völlig albern. </s><s> Werden","Kiezdeutsch","und ""Kanak Sprak"" in Deutschland nur dann wahrgenommen, wenn sie in irgendeiner Form vermarktbar sind, also in der"
"blogspot.com",". </s><s> Denn: Gott sei dank verzichtet der Autor vollkommen auf billige Effekte. </s><s> Soll heißen: Jugendsprache (auch","Kiezdeutsch",", Kanakspraak) ersetzt hier eindeutig nicht die gute Story. </s><s> Gute Literatur eben, die eigentlich rezeptpflichtig"
"deutschlandfunkkultur.de","auf den DAX deutlich verloren hat, der DAX ist über den MA200 gegangen. </s><s> Useletter </s><s> Useletter </s><s> Deutsche SpracheZwischen","Kiezdeutsch","und Denglisch </s><s> Der Bühnendichter Bas Böttcher trat auch beim 20. Geburtstag vom Deutschlandradio auf. </s><s> Haben Sie heute"
"deutschlandfunkkultur.de",", andere sehen die Neuschöpfungen als Ausdruck der Lebendigkeit unserer Sprache. </s><s> Die Deutsche Sprache: Zwischen","Kiezdeutsch","und Denglisch. </s><s> Darüber diskutieren wir am Samstag, dem ""Internationalen Tag der Muttersprache"". </s><s> ""Ich bin kein Feind"
"deutschlandfunkkultur.de","""Boombastic Lyrikwunderland"". </s><s> Und er wird natürlich auch bei uns Kostproben seiner Live-Dichtung geben. </s><s> Zwischen","Kiezdeutsch","und Denglisch – Wie geht es der deutschen Sprache? </s><s> Darüber spricht Matthias Hanselmann heute von 9:05 Uhr bis 11:00 Uhr"
"hna.de","sowohl im Privat- als auch im Firmenkundengeschäft und bei der privaten Wohnungsbaufinanzierung gebracht habe. </s><s>","Kiezdeutsch","breitet sich aus - Sprachforscher: Bald reden wir wohl alle so </s><s> Berlin. </s><s> ""Gehst du Bus oder bist du mit Auto? </s><s> "" Solche Sätze"
"hna.de","die Jugendlichen in Berlins Migrantenvierteln wie Kreuzberg und Wedding sprachlich damit sehr kreativ. </s><s> Dabei hat","Kiezdeutsch","nicht automatisch etwas mit Migration zu tun. </s><s> Das hat jüngst die Berliner Soziolinguistin Diana Marossek in ihrer"
"hna.de",". </s><s> Überall fielen Sätze wie ""Ich war Fußball"". </s><s> Nur von türkischen Klassenkameraden hätten diese Teenager ihr","Kiezdeutsch","nicht abgekupfert, sagt Marossek. </s><s> Denn auch die Berliner Schnauze liebe das Weglassen von Artikeln und"
"hna.de","Trends – deutsche Dialektgrammatik und Übernahmen aus der Muttersprache von Migranten – gefunden und verbunden. </s><s> ""","Kiezdeutsch","verstärkt, was ohnehin schon da war"", sagt auch Forscherin Heike Wiese. </s><s> Im gesprochenen Deutsch gebe es seit langem"
"tagesspiegel.de","gleichem Punktestand, aber mit einem Tor Vorsprung vor dem gut spielenden Lechrainer Team. </s><s> Sprache ist dynamisch,","Kiezdeutsch","ist super-dynamisch </s><s> Vor Jahren, sagt Kontny, war er als türkischsprechender Deutscher noch ein Exot, inzwischen ist"
"tagesspiegel.de","<s> Wiese, verheiratet mit jenem Briten und Mutter zweier Töchter, erforscht Jugendsprachen, über das Berliner ""","Kiezdeutsch",""" hat sie ein Buch geschrieben. </s><s> Mit ihren Studenten hat sie sich an Bushaltestellen und in Kaufhäuser gesetzt und"
"tagesspiegel.de","drückten sie Aufnahmegeräte in die Hand und baten sie, ihre Gespräche aufzuzeichnen. </s><s> Sie stellten fest:","Kiezdeutsch","ist mitnichten verdummte Sprache, sondern ein kreativer neuer Dialekt, der erstens von allen Jugendlichen in einem"
"tagesspiegel.de","und englischen Worten, in der Schreibweise längst eingedeutscht, denn im Original trüge das i keinen Punkt. </s><s>","Kiezdeutsch","übernehme aus anderen Sprachen Wörter, die ""klassisch jugendsprachlich"" seien, sagt Wiese. </s><s> ""Bewertende Worte oder"
"tagesspiegel.de","Wiese. </s><s> ""Bewertende Worte oder Anredepronomen wie ,Alter''. </s><s> "" Es sei aber falsch zu denken, dass Sprachen und Worte im","Kiezdeutsch","einfach gemischt würden. </s><s> Sie werden, erklärt Heike Wiese, ""verarbeitet und so verändert, dass sie in das sprachliche"
"tagesspiegel.de","spricht nur ein Deutsch, alle wechseln ab, zwischen formell und informell - oder Dialekt. </s><s> Sprache ist dynamisch,","Kiezdeutsch","ist super-dynamisch. </s><s> Die Jugendlichen, stellte Wiese fest, bringen sich Worte gegenseitig bei. </s><s> Ein Sprachkurs auf"
"leemeta-uebersetzungen.de",", scheint arrogant, alt und uncool zu sein. </s><s> Die Wissenschaftler haben viele Namen für das sprachliche Phänomen: </s><s>","Kiezdeutsch",", </s><s> Türkendeutsch, </s><s> Türkenslang oder sogar </s><s> Ghetto-Slang. </s><s> Ganz gleich, was der Ethnolekt Türkendeutsch nun für den"
"leemeta-uebersetzungen.de","bereits innerhalb Deutschlands, der Schweiz und Österreichs vollkommen variieren. </s><s> In Berlin spricht man häufig von","Kiezdeutsch",", wobei bereits die Sprecher in den einzelnen Stadtgebieten ganz unterschiedliche Wörter verwenden. </s><s> Was in"
"leemeta-uebersetzungen.de","(isch, disch, misch). </s><s> Wallah (ist doch so) </s><s> Ethnolekt gleich Jugendsprache? </s><s> Der Ethnolekt Türkendeutsch oder","Kiezdeutsch","ist einfach und zeitsparend, da der Sprecher nicht lange über komplexe Satzstrukturen nachdenken muss. </s><s> Jedoch ist"
"leemeta-uebersetzungen.de","Sprachmodus, je nachdem, mit wem sie gerade sprechen. </s><s> Demzufolge handelt es sich beim Ethnolekt Türkendeutsch oder","Kiezdeutsch","nicht um eine Lernersprache oder Pidgin-Form, sondern Türkenslang wird selektiv und situationsspezifisch von den"
"uni-potsdam.de","zum Nachkochen! </s><s> Dieser Band versammelt Originaldaten aus einer Erhebung, die im Rahmen des SFB-Teilprojekts B6 ""","Kiezdeutsch",""" im Frühjahr 2010 in Berlin und İzmir, Türkei, durchgeführt wurde. </s><s> Sämtliche hier dokumentierten Daten wurden"
"uni-potsdam.de","verschiedenen Sprechergruppen: Jugendliche aus einem multiethnischen Berliner Wohngebiet, die untereinander","Kiezdeutsch","sprechen, Jugendliche aus einem monoethnischen Berliner Wohngebiet, in dem der traditionelle Berliner Dialekt"
"swp.de","ein eigener Dialekt von Jugendlichen mit und ohne Migrationshintergrund. </s><s> Die Germanistik-Professorin gilt als ""","Kiezdeutsch","""-Entdeckerin. </s><s> 04. Januar 2012, 00:00 Uhr• Von GUNTHER HARTWIG </s><s> Zur Vorgeschichte muss man wissen, dass Heike Wiese ("
"swp.de","sich Heike Wiese an ihrem Zentrum ""Sprache, Variation, Migration"" dem Kreuzberger Jugendslang und stellte fest: ""","Kiezdeutsch","ist ein neuer Dialekt, der sich systematisch vom Standarddeutschen unterscheidet, genau wie etwa Schwäbisch oder"
"swp.de","wird ein gegenseitiges Versprechen als ""echt"" beglaubigt, unter Berufung auf den Allmächtigen. </s><s> Heike Wiese hält ""","Kiezdeutsch",""" für ein Gemeinschaftsprojekt von Jugendlichen, die meistens in Deutschland geboren wurden und oft mehrsprachig"
"swp.de","die in Deutsch regelmäßig Bestnoten nach Hause bringen, weshalb sich Heike Wiese vehement gegen Vorurteile wendet: ""","Kiezdeutsch","ist kein falsches Deutsch, sondern als besonderer Dialekt mit nachvollziehbaren Regeln eine Bereicherung. </s><s> "" Von"
"swp.de","von den Älteren ab, indem sie Jugendslang sprechen. </s><s> "" Eine internationale Erfahrung. </s><s> Dabei entwickelt sich ""","Kiezdeutsch",""" nach den Beobachtungen der Forscher ebenso rasch wie komplex. </s><s> Die Potsdamer Professorin spricht von einem """
"swp.de","dessen Repertoire sich ständig vergrößert. </s><s> Derzeit trägt eine Arbeitsgruppe Kreuzberger Schüler Material für ein ""","Kiezdeutsch","""-Wörterbuch zusammen. </s><s> Außerdem interessiert die Wissenschaftler, wann und wie die Probanden von einer"
"swp.de","Switching"" nennen sie den Übergang von der Standardsprache zum Dialekt. </s><s> Heike Wiese: ""Der Bevölkerungsanteil, der","Kiezdeutsch","spricht, wächst. </s><s> Wir haben viele Anfragen von Lehrern, die sich intensiver mit diesem Phänomen beschäftigen wollen. </s>"
"grin.com","mit neuesten Technologien, flache Hierarchien und eine branchenübliche Bezahlung. </s><s> Inhaltsverzeichnis: </s><s> 2. Was ist","Kiezdeutsch","? 2.1. </s><s> Jugendsprache in urbanen multiethnologischen Wohnvierteln 2.2. </s><s> Entwicklung durch mehrsprachige Einflüsse"
"grin.com","2.2. </s><s> Entwicklung durch mehrsprachige Einflüsse 2.3. </s><s> Grammatikalische Auffälligkeiten </s><s> 3. Sprache mit System – Ist","Kiezdeutsch","typisch deutsch? </s><s> 4. Kiezdeutsch – ein neuer Dialekt 4.1. </s><s> Was ist ein Dialekt? 4.2. </s><s> Gesellschaftliche Akzeptanz von"
"grin.com","Einflüsse 2.3. </s><s> Grammatikalische Auffälligkeiten </s><s> 3. Sprache mit System – Ist Kiezdeutsch typisch deutsch? </s><s> 4.","Kiezdeutsch","– ein neuer Dialekt 4.1. </s><s> Was ist ein Dialekt? 4.2. </s><s> Gesellschaftliche Akzeptanz von Dialekten 4.3. </s><s> Gesellschaftliche"
"grin.com","4.1. </s><s> Was ist ein Dialekt? 4.2. </s><s> Gesellschaftliche Akzeptanz von Dialekten 4.3. </s><s> Gesellschaftliche Abwertung von","Kiezdeutsch","als ""Kanak Sprak"" 4.4. </s><s> Eine Gefahr oder eine Bereicherung für das Deutsche? </s><s> 5. Fazit </s><s> Im Zuge der multikulturellen"
"grin.com","Mehrsprachigkeit hat sich eine ganz besondere Art der Jugendsprache herausgebildet, die unter dem Namen","Kiezdeutsch","[1] bekannt wurde. </s><s> Immer häufiger wird die deutsche Sprachgemeinschaft mit grammatikalischen Veränderungen, wie """
"grin.com","Sätzen, wie ""Machst du rote Ampel"" oder ""Ich frag mein Schwester"" konfrontiert. </s><s> Besonders stark verbreitet ist","Kiezdeutsch","in mehrsprachigen Gebieten, wie urbanen Vierteln mit vielen Migranten, weshalb diese Jugendsprache auch ihren"
"grin.com","ihren speziellen Namen bekommen hat. </s><s> Doch wie ist diese Sprache eigentlich entstanden und was zeichnet sie aus? </s><s> Ist","Kiezdeutsch","nur eine grammatikalisch inkorrekte Form des Deutschen oder ist hier eine neue Varietät mit System entstanden? </s><s> Heike"
"grin.com","entstanden? </s><s> Heike Wiese[2] spricht von einem neuen Dialekt[3], doch was ist eigentlich genau ein Dialekt und wird","Kiezdeutsch","von der Gesellschaft ebenfalls als neuer Dialekt akzeptiert? </s><s> Diesen Fragen werde ich mich in der folgenden Arbeit"
"grin.com","als neuer Dialekt akzeptiert? </s><s> Diesen Fragen werde ich mich in der folgenden Arbeit annehmen und versuchen das","Kiezdeutsch","in ein etwas anderes Licht zu rücken. </s><s> Dazu werde ich zunächst einmal klären, was genau Kiezdeutsch ist, wie es"
"grin.com","und versuchen das Kiezdeutsch in ein etwas anderes Licht zu rücken. </s><s> Dazu werde ich zunächst einmal klären, was genau","Kiezdeutsch","ist, wie es entstanden ist und wo diese Jugendsprache zu finden ist. </s><s> Dabei werde ich grammatikalische Besonderheiten"
"grin.com","was ein Dialekt ist und welche gesellschaftliche Akzeptanz Dialekte aufweisen. </s><s> Dabei stellt sich die Frage, ob","Kiezdeutsch",", sofern hier von einem Dialekt gesprochen werden kann, ein ähnliches Ansehen genießt. </s><s> Kiezdeutsch hat sich vor allem"
"grin.com","sich die Frage, ob Kiezdeutsch, sofern hier von einem Dialekt gesprochen werden kann, ein ähnliches Ansehen genießt. </s><s>","Kiezdeutsch","hat sich vor allem in sogenannten Brennpunktvierteln mit einem hohen Migrantenanteil entwickelt. </s><s> Der Ursprung"
"grin.com","Grund isolieren sich viele ausländische Jugendliche in ihren Vierteln mit anderen Migranten. </s><s> Sie sprechen vermehrt","Kiezdeutsch","miteinander. </s><s> Über die Jahre hat sich Kiezdeutsch jedoch so in den multiethnischen Vierteln etabliert, dass man heute"
"grin.com","in ihren Vierteln mit anderen Migranten. </s><s> Sie sprechen vermehrt Kiezdeutsch miteinander. </s><s> Über die Jahre hat sich","Kiezdeutsch","jedoch so in den multiethnischen Vierteln etabliert, dass man heute nicht mehr sagen kann, die Jugendlichen würden"
"grin.com","jedoch so in den multiethnischen Vierteln etabliert, dass man heute nicht mehr sagen kann, die Jugendlichen würden","Kiezdeutsch","sprechen, weil ihre Großeltern aus der Türkei stammen. </s><s> Es braucht keinen Migrationshintergrund mehr, um"
"grin.com","sprechen, weil ihre Großeltern aus der Türkei stammen. </s><s> Es braucht keinen Migrationshintergrund mehr, um","Kiezdeutsch","zu sprechen. </s><s> Vielmehr sind es alle Jugendlichen eines solchen Viertels, die eben untereinander Kiezdeutsch"
"grin.com","mehr, um Kiezdeutsch zu sprechen. </s><s> Vielmehr sind es alle Jugendlichen eines solchen Viertels, die eben untereinander","Kiezdeutsch","sprechen. </s><s> [4] Auf diese Weise ist auch der Name entstanden, den die Jugendlichen ihrer Sprache bei Wieses Interviews"
"grin.com","beispielsweise mit Erwachsenen oder Mitmenschen aus anderen Vierteln sprechen, sprechen die meisten von ihnen kein","Kiezdeutsch",". </s><s> Auch sprechen nur Jugendliche in einem gewissen Altersbereich Kiezdeutsch und keine Erwachsenen, weshalb von"
"grin.com",", sprechen die meisten von ihnen kein Kiezdeutsch. </s><s> Auch sprechen nur Jugendliche in einem gewissen Altersbereich","Kiezdeutsch","und keine Erwachsenen, weshalb von einer speziellen Form der Jugendsprache gesprochen wird. </s><s> Kiezdeutsch hat sich"
"grin.com","Kiezdeutsch und keine Erwachsenen, weshalb von einer speziellen Form der Jugendsprache gesprochen wird. </s><s>","Kiezdeutsch","hat sich vor allem durch den Einfluss verschiedener Sprachen herausgebildet. </s><s> Viele Kiezdeutsch-Sprecher sprechen"
"grin.com","vor allem durch den Einfluss verschiedener Sprachen herausgebildet. </s><s> Viele Kiezdeutsch-Sprecher sprechen neben","Kiezdeutsch","noch eine oder mehrere weitere Sprachen, beispielsweise mit den Eltern oder Großeltern. </s><s> Häufig existieren sogar"
"grin.com",", weil sie es von Freunden gelernt oder im Viertel mitbekommen haben. </s><s> [8] </s><s> Aber was genau wird von anderen Sprachen in das","Kiezdeutsch","übertragen? </s><s> Ein Hauptmerkmal sind die nichtdeutschen Wörter, die immer wieder zu finden sind. </s><s> Beispiele hierfür"
"grin.com",", was aus dem Arabischen stammt und so viel wie ''Ey! </s><s> '' (negativ, auch als Beleidigung) bedeutet. </s><s> [9] Diese Wörter sind im","Kiezdeutsch","mittlerweile fest etabliert, sie sind jedoch nur eine kleine Auswahl von ausländischen Wörtern, die ins"
"grin.com","eingehen möchte. </s><s> 2.3. </s><s> Grammatikalische Auffälligkeiten </s><s> Es gibt eine Vielzahl grammatikalischer Merkmale in","Kiezdeutsch",". </s><s> Ich möchte in diesem Abschnitt daher die grammatikalischen Neuerungen vorstellen, die so häufig vorkommen, dass"
"grin.com","Neuerungen vorstellen, die so häufig vorkommen, dass man fast schon von grammatikalischen Regeln für","Kiezdeutsch","sprechen kann. </s><s> Dabei geht es um die Veränderung der Nominalphrase, um Verkürzungen, neue Aufforderungswörter und"
"grin.com","und Partikeln, um das Funktionsverbgefüge und die Wortstellung und um das kleine Wörtchen ""so"". </s><s> In","Kiezdeutsch","werden bei Nominalphrasen häufig Artikel und Präposition weggelassen. </s><s> Es heißt dann ""Wir gehen Görlitzer Park""[13]"
"grin.com","Görlitzer Park""[13] oder ""Ich werde zweiter Mai fünfzehn""[14]. </s><s> Das Weglassen von Präposition ist zwar typisch für","Kiezdeutsch",", aber auch häufig bei nicht-Kiezdeutsch-Sprechern in der gesprochenen Sprache zu finden. </s><s> So hat Wiese mit ihren"
"grin.com","der Wahrheitsgehalt einer Aussage deutlich hervorgehoben werden. </s><s> Auch ""ischwör"" ist ein sehr bekanntes Merkmal von","Kiezdeutsch",", das in der Öffentlich bereits vielfach diskutiert ist. </s><s> So wird auch abwertend oder gar ausgrenzend von der """
"grin.com","im Allgemeinen negativ betrachtet wird. </s><s> Wiese sieht es jedoch als weiteres faszinierendes Beispiel dafür, dass","Kiezdeutsch","auf eine interessante und typisch deutsche Entwicklung zurückgeht. </s><s> [23] Darauf werde ich ebenfalls im nächsten"
"grin.com","Universität Potsdam, Institut für Germanistik, Lehrstuhl für deutsche Sprache der Gegenwart. </s><s> Sie hat das Phänomen","Kiezdeutsch","entdeckt und befasst sich seit jeher damit. </s><s> Sie ist daher führend in der Forschung um Kiezdeutsch, weshalb meiner"
"grin.com",". </s><s> Sie hat das Phänomen Kiezdeutsch entdeckt und befasst sich seit jeher damit. </s><s> Sie ist daher führend in der Forschung um","Kiezdeutsch",", weshalb meiner Arbeit auch überwiegend ihre Literatur zugrunde liegt. </s><s> [3] Vgl.: Wiese 2012. </s><s> [4] Vgl.: Wiese 2012, S."
"grin.com","14. </s><s> [5] ""Ein Ausdruck, der im Berlinischen ein alltägliches Wohnumfeld bezeichnet. </s><s> "" Wiese 2012, S.15. </s><s> Anonym, 2015,","Kiezdeutsch","als neue Varietät des Deutschen. </s><s> Typisch deutsch oder eine Gefahr für das Deutsche?, München, GRIN Verlag,"
"dgfs.de","in Form einer echten stillen Gesellschaft) nicht. </s><s> DGfS Mitteilung </s><s> Stellungnahme der DGfS: Sprachliche Varianten (","Kiezdeutsch",", Jugendsprachen, etc.) sind kein Sprachverfall </s><s> Dialektale und jugendsprachliche Varianten sind kein """
"krautreporter.de","Untersuchungen der vergangenen Jahre nahe. </s><s> Aber sie bringt andererseits auch neue Dialekte hervor, nämlich das","Kiezdeutsch",", wie die Sprachwissenschaftlerin Heike Wiese untersucht hat. </s><s> Kiezdeutsch hat sich seit Mitte der 1990er Jahre in"
"krautreporter.de","auch neue Dialekte hervor, nämlich das Kiezdeutsch, wie die Sprachwissenschaftlerin Heike Wiese untersucht hat. </s><s>","Kiezdeutsch","hat sich seit Mitte der 1990er Jahre in urbanen Gegenden, in Wohngebieten mit hohem Migrantenanteil, etwa in"
"krautreporter.de","Verbindenden und nach außen Abgrenzenden in der Sprache. </s><s> Empfehlenswert hierzu ist der Aufsatz: ""Keine Angst vor","Kiezdeutsch","! </s><s> Zum neuen Dialekt der Multikulti-Generation"" (PDF) von Maria Pohle und Kathleen Schumann. </s><s> In unserer"
"issuu.com","kreative Alltagskommuni kation. </s><s> In den Studien wird aufgezeigt, wie der von Heike Wiese geprägte neutrale Begriff ""","Kiezdeutsch",""" zu scharfen Angriffen bis hin zu persönlichen Diffamierungen geführt hat und wie in einer verzerrten Diskussion aus"
"issuu.com",", lan. </s><s> "" Ist auch das Deutsch? </s><s> Ja, sagt die Sprachwissenschaftlerin Heike Wiese. </s><s> In einer Studie zeigt sie auf, dass","Kiezdeutsch","– ein von ihr selbst geprägter Begriff – eine in sich schlüssige Jugendsprache sei. </s><s> Ihr Fazit: </s><s> "" Kiezdeutsch ist somit"
"issuu.com","auf, dass Kiezdeutsch – ein von ihr selbst geprägter Begriff – eine in sich schlüssige Jugendsprache sei. </s><s> Ihr Fazit: </s><s> ""","Kiezdeutsch","ist somit keine Bedrohung, sondern bereichert das Deutsche um einen neuen Dialekt. </s><s> "" Keine Frage: Bei aller Liebe"
"issuu.com","im Grundgesetz verankert werden. </s><s> Gilt der Verfassungsrang dann gleichermaßen für die Sprache Goethes wie für das","Kiezdeutsch","? </s><s> Das Deutsche ist eine lebendige und vitale Sprache, die sich stetig weiterentwickelt. </s><s> Sie hat ein hohes"
"issuu.com",". </s><s> Sie hat ein hohes Integrationsvermögen für Anglizismen und andere fremdsprachliche Einflüsse, für ""","Kiezdeutsch",""" oder SMS-Jargon. </s><s> Es ist nicht sinnvoll, die Poesie eines Goethe gegen heutigen Alltagssprachgebrauch oder """
"schullv.de","/11: fluter - Magazin der Bundeszentrale für Politische Bildung. </s><s> Ausgabe 39/Sommer 2011, S. 10. </s><s> Quelle: Heike Wiese:","Kiezdeutsch",": Ein neuer Dialekt entsteht (Beck''sche Reihe). </s><s> MILLER kommt zurück und bleibt vor ihr stehen: Das Blutgeld meiner"
"wordpress.com","– siehe Viktor Klemperer –, Werbung usw.), Register (z.B. berufliches Setting vs. familiäres Umfeld), Stile (z.B.","Kiezdeutsch",") und dergleichen mehr, demonstriert eine Studie von Bettina Hannover und Dries Vervecken, die untersucht haben, ob"
"hausarbeiten.de","Potsdam, die den türkisch-deutschen Mixsprech Neuköllner Jugendlicher nicht als Ethnolekt, sondern als ""","Kiezdeutsch",""" bezeichnet: ""Er wird von Jugendlichen mit Migrationshintergrund gesprochen, die hier geboren sind, aber auch"
"hausarbeiten.de","Maria Pohle vom Lehrstuhl der deutschen Sprache der Gegenwart der Universität Potsdam. </s><s> Sie will ""das sogenannte","Kiezdeutsch","als echte Ressource und modernes sprachliches Phänomen"" verstanden wissen[5]. </s><s> In einem Interview mit den """
"hausarbeiten.de","wissen[5]. </s><s> In einem Interview mit den ""Deutsch-Türkischen Nachrichten"" spricht sich Pohle dafür aus, das","Kiezdeutsch","in den deutschen Schulunterricht zu holen: ""Natürlich sollten sowohl diese spezielle Jugendsprache als auch die"
"hausarbeiten.de",": Immer mehr deutsch-sprachige Jugendliche integrierten türkischen ""Einwanderer-Slang"" in ihren Jargon. </s><s>","Kiezdeutsch","besitze eine reduzierte Grammatik und sei in Lexik und Wortstellung von mehreren anderen Sprachen beeinflusst. </s>"
"hausarbeiten.de","! muss Technik! </s><s> "" und nimmt damit morphologisch wie grammatikalisch Verkürzungs- und Verformungsimperative aus dem","Kiezdeutsch","auf. </s><s> Damit wird dann eine viel größere Öffentlichkeit vertraut gemacht, denn beworben wird mit dieser"
"bpb.de",". </s><s> So haben zahlreiche Anglizismen längst Eingang ins Deutsche gefunden, und neue urbane Jugendsprachen wie etwa das ""","Kiezdeutsch",""" haben sich herausgebildet. </s><s> Auch diese Entwicklungen spiegeln ein Stück gesellschaftlicher Realität wider. </s>"
"grin.com","türkischen Migranten. </s><s> Um die Effekte der Migration in der deutschen Sprache auszuwerten, wurden die Themen ""","Kiezdeutsch",""", ""Slang"" und ""Rap"" besprochen. </s><s> Zum Schluss gibt es den Abschnitt ""Slang Verständnis"", in dem das Verständnis der"
