lfd,participant,tnid,gilt,group,itemid,regionid,target,elapsedtime,timeinterval,wds,twdcoef,wdtcoef,proct,string,setname,tag1,tag2,explique
4171,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,NA,08practice03,08practice03_2,-9,53218,2838,7,"405,428571428571","2,46652572233968",2968, Sie können den Test auch jederzeit abbrechen.,NA,NA,NA,
4172,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,NA,instruction3,NA,-9,54290,1072,2,536,"1,86567164179104",3924,Lesen Sie:,NA,NA,NA,
4173,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc13,09Fillerlc13_fixation,-9,54890,600,1,600,"1,66666666666667",4392,X,all,NA,NA,
4174,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc13,09Fillerlc13_0,-9,58665,3775,7,"539,285714285714","1,85430463576159",3948,Peter kaufte sich vor kurzem eine Ukulele.,all,NA,NA,
4175,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc13,09Fillerlc13_1,-9,66196,7531,12,"627,583333333333","1,59341388925773",4594," Es war schon immer sein Wunsch gewesen, noch ein Instrument zu lernen.",all,NA,NA,
4176,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc13,09Fillerlc13_2,-9,69790,3594,6,599,"1,66944908180301",4385, Sogar den Nachbarn gefiel die Idee.,all,NA,NA,
4177,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc13,09Fillerlc13_3,-9,73536,3746,8,"468,25","2,13561131873999",3428, Er verbrachte ohne Mühe viel Zeit beim Spielen,all,NA,NA,
4178,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc13,09Fillerlc13_4,-9,75603,2067,8,"258,375","3,870343492985",1891, und der Klang im Wohnzimmer war sehr gut.,all,NA,NA,
4179,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc13,09Fillerlc13_5,-9,77545,1942,5,"388,4","2,57466529351184",2843, Dieses hatte eine tolle Resonanz.,all,NA,NA,
4180,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc13,09Fillerlc13_6,-9,80416,2871,5,"574,2","1,7415534656914",4203," Seither veranstaltet er kleine Konzerte,",all,NA,NA,
4181,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc13,09Fillerlc13_7,-9,82669,2253,7,"321,857142857143","3,10696848646249",2356, was den Zusammenhalt unter den Nachbarn stärkt.,all,NA,NA,
4182,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc13,09Fillerlc13_8,-9,87386,4717,11,"428,818181818182","2,33199067203731",3139, Die Ukulele hat Peter zu ganz neuen Ausdrucksmöglichkeiten und FreundInnen verholfen.,all,NA,NA,
4183,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem22,09Fillerem22_fixation,-9,87853,467,1,467,"2,14132762312634",3418,X,all,NA,NA,
4184,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem22,09Fillerem22_0,-9,92920,5067,9,563,"1,77619893428064",4121,Anna und Luisa waren ein Herz und eine Seele.,all,NA,NA,
4185,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem22,09Fillerem22_1,-9,96194,3274,9,"363,777777777778","2,74893097128894",2663," Lange Zeit steuerten sie gemeinsam durch dick und dünn,",all,NA,NA,
4186,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem22,09Fillerem22_2,-9,98276,2082,7,"297,428571428571","3,36215177713737",2177, bis sie eines Tages vom Kurs abkamen ,all,NA,NA,
4187,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem22,09Fillerem22_3,-9,99831,1555,3,"518,333333333333","1,92926045016077",3794,und ihre Freundschaft ,all,NA,NA,
4188,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem22,09Fillerem22_4,-9,103307,3476,4,869,"1,15074798619102",6361, den Bach runter ging. ,all,NA,NA,
4189,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM10,MM10_fixation,-9,103808,501,1,501,"1,99600798403194",3667,X,all,RUB,10MM,
4190,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM10,MM10_0,-9,110446,6638,7,"948,285714285714","1,05453449834287",6941,Merves Theaterprojekt war ein Schiff ohne Kurs.,all,RUB,10MM,
4191,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM10,MM10_1,-9,114904,4458,7,"636,857142857143","1,5702108568865",4662, In der Organisation war der Wurm drin.,all,RUB,10MM,
4192,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM10,MM10_2,-9,121228,6324,12,527,"1,89753320683112",3858, Auch ihre FreundInnen ließen sie am Ende fast in der Wüste stehen.,all,RUB,10MM,
4193,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM10,MM10_3,-9,128641,7413,15,"494,2","2,02347227842979",3618," Sie stand vor einem Berg aus Trümmern, aber sie folgte weiter dem Ruf der Bühne",all,RUB,10MM,
4194,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM10,MM10_4,-9,132459,3818,8,"477,25","2,09533787323206",3493," und rettete ihr Baby: Sie sezierte das Skript,",all,RUB,10MM,
4195,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM10,MM10_5,-1,139770,7311,14,"522,214285714286","1,91492271919026",3823, würzte ein paar Stellen und konnte mit der Bühnentechnik sogar eine bunte Monsterwolke züchten.,all,RUB,10MM,
4196,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM10,MM10_6,0,142119,2349,8,"293,625","3,40570455512984",2149, Diese schwebte durch den Raum während des Finales.,all,RUB,10MM,
4197,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM10,MM10_7,1,144714,2595,8,"324,375","3,08285163776493",2374, Die Show wurde zum Feuerwerk für die Sinne.,all,RUB,10MM,
4198,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem19,09Fillerem19_fixation,-9,145508,794,1,794,"1,25944584382872",5812,X,all,NA,NA,
4199,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem19,09Fillerem19_0,-9,152200,6692,9,"743,555555555556","1,34488942020323",5443,Hegels Vorstellung vom dialektischen Idealismus war eine Kopfgeburt gewesen.,all,NA,NA,
4200,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem19,09Fillerem19_1,-9,160684,8484,11,"771,272727272727","1,2965582272513",5646, Generationen von nachfolgenden PhilosophInnen bekamen Kopfschmerzen von einem derart schwindelerregenden Konstrukt.,all,NA,NA,
4201,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem19,09Fillerem19_2,-9,162557,1873,7,"267,571428571429","3,73731980779498",1959, Zum Glück wurde Hegel endlich durch Marx,all,NA,NA,
4202,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem19,09Fillerem19_3,-9,164882,2325,6,"387,5","2,58064516129032",2837, vom Kopf auf die Füße gestellt.,all,NA,NA,
4203,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,EM,EM2,EM2_fixation,-9,165425,543,1,543,"1,84162062615101",3975,X,all,RUB,2EM,
4204,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,EM,EM2,EM2_0,-9,173435,8010,7,"1144,28571428571","0,873907615480649",8376,Johns Ehrgeiz im Büro war ein Rennwagen.,all,RUB,2EM,
4205,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,EM,EM2,EM2_1,-9,176358,2923,8,"365,375","2,73691412931919",2675," Er nutzte jede Gelegenheit, die sich ihm bot,",all,RUB,2EM,
4206,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,EM,EM2,EM2_2,-9,180293,3935,9,"437,222222222222","2,28716645489199",3200, um seine RivalInnen zu überholen und seine TeamkollegInnen herauszufordern.,all,RUB,2EM,
4207,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,EM,EM2,EM2_3,-1,183857,3564,8,"445,5","2,24466891133558",3261," Auf der Rennstrecke kämpfte er Runde um Runde,",all,RUB,2EM,
4208,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,EM,EM2,EM2_4,0,192175,8318,7,"1188,28571428571","0,841548449146429",8698, bis von der Tribüne stehende Ovationen kamen.,all,RUB,2EM,
4209,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,EM,EM2,EM2_5,1,194500,2325,7,"332,142857142857","3,01075268817204",2431," Johns Chef lobte ihn für seine Siege,",all,RUB,2EM,
4210,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,EM,EM2,EM2_6,2,195775,1275,5,255,"3,92156862745098",1867," aber insgeheim fragte er sich,",all,RUB,2EM,
4211,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,EM,EM2,EM2_7,-9,199793,4018,7,574,"1,74216027874564",4202, ob John je die Ziellinie erreichen würde.,all,RUB,2EM,
4212,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem17,09Fillerem17_fixation,-9,202175,2382,1,2382,"0,419815281276238",17436,X,all,NA,NA,
4213,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem17,09Fillerem17_0,-9,215223,13048,10,"1304,8","0,766400980993256",9551,Esra wollte ihren ehemaligen Arbeitgeber vor Gericht in Frikassee verwandeln.,all,NA,NA,
4214,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem17,09Fillerem17_1,-9,222732,7509,17,"441,705882352941","2,26394992675456",3233," Doch sie wusste nicht, dass die Firma sich von einem der gefährlichsten Raubtiere im Meer vertreten ließ.",all,NA,NA,
4215,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem17,09Fillerem17_2,-9,225315,2583,9,287,"3,48432055749129",2101, Keines seiner Opfer war je von ihm verschont worden.,all,NA,NA,
4216,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem17,09Fillerem17_3,-9,227010,1695,5,339,"2,94985250737463",2481, Der Anwalt war ein Hai.,all,NA,NA,
4217,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem17,09Fillerem17_4,-9,232555,5545,15,"369,666666666667","2,70513976555455",2706," Wen er zwischen die Zähne bekam, der konnte damit rechnen, im Gerichtssaal zerfetzt zu werden.",all,NA,NA,
4218,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem14,09Fillerem14_fixation,-9,233258,703,1,703,"1,42247510668563",5146,X,all,NA,NA,
4219,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem14,09Fillerem14_0,-9,236851,3593,4,"898,25","1,11327581408294",6575,"Lea hatte sich angewöhnt,",all,NA,NA,
4220,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem14,09Fillerem14_1,-9,244231,7380,11,"670,909090909091","1,49051490514905",4911," ihren Bruder Matti nur noch als das Grab der Familie vorzustellen,",all,NA,NA,
4221,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem14,09Fillerem14_2,-9,250427,6196,12,"516,333333333333","1,93673337637185",3780, seit dieser immer mehr in den dunklen Machenschaften einer Bande Kleinkrimineller aufging.,all,NA,NA,
4222,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem14,09Fillerem14_3,-9,253431,3004,9,"333,777777777778","2,99600532623169",2443, Er empfand sein neues Leben hingegen durchaus als Bereicherung,all,NA,NA,
4223,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem14,09Fillerem14_4,-9,254502,1071,4,"267,75","3,73482726423903",1960," und hatte keine Ahnung,",all,NA,NA,
4224,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem14,09Fillerem14_5,-9,255682,1180,4,295,"3,38983050847458",2159," warum sie ihm vorwarf,",all,NA,NA,
4225,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem14,09Fillerem14_6,-9,259629,3947,7,"563,857142857143","1,77349885989359",4127, er würde das Gold der Familie versilbern.,all,NA,NA,
4226,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem14,09Fillerem14_7,-9,264506,4877,11,"443,363636363636","2,25548492925979",3245," Er dachte immer, mit ihr auf einer Wellenlänge gewesen zu sein.",all,NA,NA,
4227,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillersm25,09Fillersm25_fixation,-9,265536,1030,1,1030,"0,970873786407767",7540,X,all,NA,NA,
4228,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillersm25,09Fillersm25_0,-9,272726,7190,7,"1027,14285714286","0,973574408901252",7519,Die Gefühle seiner Mitmenschen berührten Simon nicht.,all,NA,NA,
4229,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillersm25,09Fillersm25_1,-9,275490,2764,8,"345,5","2,89435600578871",2529," Wenn jemand um ihn herum zu emotional war,",all,NA,NA,
4230,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillersm25,09Fillersm25_2,-9,277781,2291,4,"572,75","1,74596246180707",4193, wurde er zum Stein.,all,NA,NA,
4231,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillersm25,09Fillersm25_3,-9,279787,2006,5,"401,2","2,49252243270189",2937," Er war kein guter Zuhörer,",all,NA,NA,
4232,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillersm25,09Fillersm25_4,-9,282802,3015,10,"301,5","3,3167495854063",2207, der durch seine bloße Anwesenheit Trost und Wärme gespendet hätte.,all,NA,NA,
4233,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillersm25,09Fillersm25_5,-9,286610,3808,12,"317,333333333333","3,15126050420168",2323, Vielmehr blieb er regungslos und ließ sein Gegenüber mit dessen Problemen allein. ,all,NA,NA,
4234,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem09,09Fillerem09_fixation,-9,287184,574,1,574,"1,74216027874564",4202,X,all,NA,NA,
4235,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem09,09Fillerem09_0,-9,290303,3119,6,"519,833333333333","1,92369349150369",3805,Sören hatte viel Glück im Leben.,all,NA,NA,
4236,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem09,09Fillerem09_1,-9,298821,8518,19,"448,315789473684","2,23057055646865",3282," Sein Reichtum war regelrecht vom Himmel gefallen und wenn er Probleme hatte, wurden sie ohne großen Wirbel einfach weggeweht.",all,NA,NA,
4237,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem09,09Fillerem09_2,-9,300582,1761,6,"293,5","3,40715502555366",2148, Alles fiel ihm in den Schoß.,all,NA,NA,
4238,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem09,09Fillerem09_3,-9,303800,3218,11,"292,545454545455","3,41827221876942",2141," Und all das, ohne dass er dem Glück je entgegenfliegen musste.",all,NA,NA,
4239,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem09,09Fillerem09_4,-9,307307,3507,7,501,"1,99600798403194",3667," Sören lebte mit den Winden, sagen einige,",all,NA,NA,
4240,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem09,09Fillerem09_5,-9,309283,1976,5,"395,2","2,53036437246964",2893, manche nannten ihn einen Luftikus.,all,NA,NA,
4241,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem09,09Fillerem09_6,-9,313203,3920,8,490,"2,04081632653061",3587, Doch verflogen hatte er sich im Leben nie.,all,NA,NA,
4242,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM26,MM26_fixation,-9,313666,463,1,463,"2,15982721382289",3389,X,all,RUB,26MM,
4243,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM26,MM26_0,-9,320460,6794,15,"452,933333333333","2,20783043862231",3315,Das mobile Schulprojekt ‚Bücher auf Rädern‘ goss Wissen wie durch Trichter in die SchülerInnen ein.,all,RUB,26MM,
4244,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM26,MM26_1,-9,326499,6039,11,549,"1,82149362477231",4019, Das Vorzeigekonzept war der glänzende Stern am Himmel des sozialen Engagements.,all,RUB,26MM,
4245,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,MM,MM26,MM26_2,-1,330582,4083,12,"340,25","2,93901542983101",2491," Die SchülerInnen verschlangen nun die Bücher, die ihnen per Bus serviert wurden.",all,RUB,26MM,
4246,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,0,MM,MM26,MM26_3,0,343676,13094,18,"727,444444444444","1,37467542385826",5325," Er war eine wandelnde Bibliothek. Noch lange sprachen alle davon, denn teilweise waren die Bücher die besseren LehrerInnen. ",all,RUB,26MM,
4247,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem04,09Fillerem04_fixation,-9,344359,683,1,683,"1,46412884333821",5000,X,all,NA,NA,
4248,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem04,09Fillerem04_0,-9,346784,2425,5,485,"2,06185567010309",3550,"Wenn Ginas Büroangestellte kooperativ waren,",all,NA,NA,
4249,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem04,09Fillerem04_1,-9,349533,2749,6,"458,166666666667","2,18261185885777",3354, konnten sie großartige Dinge zusammen erreichen.,all,NA,NA,
4250,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem04,09Fillerem04_2,-9,353952,4419,7,"631,285714285714","1,58406879384476",4621, Sie waren ein Chor in perfekter Harmonie;,all,NA,NA,
4251,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem04,09Fillerem04_3,-9,355875,1923,5,"384,6","2,60010400416017",2815, die zarten Töne des Soprans,all,NA,NA,
4252,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem04,09Fillerem04_4,-9,358489,2614,10,"261,4","3,82555470543229",1913, fügten sich perfekt ein in das mächtige Donnern der Bässe.,all,NA,NA,
4253,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem04,09Fillerem04_5,-9,360626,2137,6,"356,166666666667","2,80767430978007",2607, Nach der Performance musste Gina lediglich,all,NA,NA,
4254,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem04,09Fillerem04_6,-9,363679,3053,10,"305,3","3,27546675401245",2235," die Blumensträuße aufheben, die man auf die Bühne geworfen hatte.",all,NA,NA,
4255,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem04,09Fillerem04_7,-9,365205,1526,5,"305,2","3,27653997378768",2234," Wenn sie jedoch unkooperativ waren,",all,NA,NA,
4256,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerem04,09Fillerem04_8,-9,371046,5841,10,"584,1","1,7120356103407",4276, war die sich ergebende Kakophonie ein Angriff auf die Sinne.,all,NA,NA,
4257,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,LC,LC6,LC6_fixation,-9,371497,451,1,451,"2,21729490022173",3301,X,all,RUB,6LC,
4258,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,LC,LC6,LC6_0,-9,373751,2254,5,"450,8","2,21827861579414",3300,Die Tiere in der Auffangstation,all,RUB,6LC,
4259,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,LC,LC6,LC6_1,-9,375599,1848,5,"369,6","2,70562770562771",2705, kamen von sehr unterschiedlichen Orten.,all,RUB,6LC,
4260,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,LC,LC6,LC6_2,-9,378063,2464,8,308,"3,24675324675325",2255," Einige von ihnen waren Haustiere von BesitzerInnen gewesen,",all,RUB,6LC,
4261,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,LC,LC6,LC6_3,-9,379752,1689,5,"337,8","2,9603315571344",2473, die gestorben oder weggezogen waren.,all,RUB,6LC,
4262,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,LC,LC6,LC6_4,-1,381363,1611,6,"268,5","3,7243947858473",1965, Für gewöhnlich waren diese Tiere gutmütig,all,RUB,6LC,
4263,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,LC,LC6,LC6_5,0,383857,2494,7,"356,285714285714","2,80673616680032",2608, und man konnte sie ohne Schutzhandschuhe anfassen.,all,RUB,6LC,
4264,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,LC,LC6,LC6_6,1,385364,1507,4,"376,75","2,6542800265428",2758, Andere Tiere waren missbraucht,all,RUB,6LC,
4265,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,LC,LC6,LC6_7,2,387718,2354,6,"392,333333333333","2,54885301614274",2872, oder sogar zum Angriff abgerichtet worden.,all,RUB,6LC,
4266,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,LC,LC6,LC6_8,-9,389869,2151,4,"537,75","1,85960018596002",3936, Sie erforderten besondere Sicherheitsmaßnahmen.,all,RUB,6LC,
4267,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc07,09Fillerlc07_fixation,-9,391022,1153,1,1153,"0,867302688638335",8440,X,all,NA,NA,
4268,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc07,09Fillerlc07_0,-9,394129,3107,6,"517,833333333333","1,9311232700354",3791,Ronja ist in den Bergen aufgewachsen,all,NA,NA,
4269,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc07,09Fillerlc07_1,-9,398365,4236,9,"470,666666666667","2,12464589235127",3445, und an ein naturnahes und körperlich anspruchsvolles Leben gewöhnt.,all,NA,NA,
4270,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc07,09Fillerlc07_2,-9,399766,1401,5,"280,2","3,56887937187723",2051," Abends, nach einem langen Tag,",all,NA,NA,
4271,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc07,09Fillerlc07_3,-9,402720,2954,6,"492,333333333333","2,031144211239",3604," beschäftigt sie sich auch gerne künstlerisch,",all,NA,NA,
4272,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc07,09Fillerlc07_4,-9,404835,2115,3,705,"1,41843971631206",5161, stellt Figuren her.,all,NA,NA,
4273,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc07,09Fillerlc07_5,-9,408415,3580,6,"596,666666666667","1,67597765363128",4368, Zuletzt hat sie einen Luchs gemacht.,all,NA,NA,
4274,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc07,09Fillerlc07_6,-9,410442,2027,6,"337,833333333333","2,9600394671929",2473, Der ist aus demselben Holz geschnitzt,all,NA,NA,
4275,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc07,09Fillerlc07_7,-9,413587,3145,8,"393,125","2,54372019077901",2878," wie das Nachtkästchen, dass sie sich gebaut hat.",all,NA,NA,
4276,Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit),21,1,ZFIL,09Fillerlc07,09Fillerlc07_8,-9,416427,2840,8,355,"2,8169014084507",2599, Ronja hat über die Jahre vielerlei Fertigkeiten erlernt.,all,NA,NA,
